,Cell,Cell_type
4445,human3_lib1.final_cell_0785,alpha
4446,human3_lib1.final_cell_0786,endothelial
4447,human3_lib1.final_cell_0787,quiescent_stellate
4448,human3_lib1.final_cell_0788,beta
4449,human3_lib1.final_cell_0789,beta
4450,human3_lib1.final_cell_0790,acinar
4451,human3_lib1.final_cell_0791,beta
4452,human3_lib1.final_cell_0792,alpha
4453,human3_lib1.final_cell_0793,ductal
4454,human3_lib1.final_cell_0794,acinar
4455,human3_lib1.final_cell_0795,beta
4456,human3_lib1.final_cell_0796,alpha
4457,human3_lib1.final_cell_0797,alpha
4458,human3_lib1.final_cell_0798,endothelial
4459,human3_lib1.final_cell_0799,alpha
4460,human3_lib1.final_cell_0800,alpha
4461,human3_lib1.final_cell_0801,beta
4462,human3_lib1.final_cell_0802,quiescent_stellate
4463,human3_lib1.final_cell_0803,beta
4464,human3_lib1.final_cell_0804,beta
4465,human3_lib1.final_cell_0805,beta
4466,human3_lib1.final_cell_0806,alpha
4467,human3_lib1.final_cell_0807,alpha
4468,human3_lib1.final_cell_0808,alpha
4469,human3_lib1.final_cell_0809,alpha
4470,human3_lib1.final_cell_0810,acinar
4471,human3_lib1.final_cell_0811,beta
4472,human3_lib1.final_cell_0812,acinar
4473,human3_lib1.final_cell_0813,alpha
4474,human3_lib1.final_cell_0814,ductal
4475,human3_lib1.final_cell_0815,delta
4476,human3_lib1.final_cell_0816,delta
4477,human3_lib1.final_cell_0817,beta
4478,human3_lib1.final_cell_0818,alpha
4479,human3_lib1.final_cell_0819,alpha
4480,human3_lib1.final_cell_0820,activated_stellate
4481,human3_lib1.final_cell_0821,beta
4482,human3_lib1.final_cell_0822,beta
4483,human3_lib1.final_cell_0823,endothelial
4484,human3_lib1.final_cell_0824,endothelial
4485,human3_lib1.final_cell_0825,beta
4486,human3_lib1.final_cell_0826,alpha
4487,human3_lib1.final_cell_0827,ductal
4488,human3_lib1.final_cell_0828,alpha
4489,human3_lib1.final_cell_0829,alpha
4490,human3_lib1.final_cell_0830,alpha
4491,human3_lib1.final_cell_0831,endothelial
4492,human3_lib1.final_cell_0832,alpha
4493,human3_lib1.final_cell_0833,alpha
4494,human3_lib1.final_cell_0834,beta
4495,human3_lib1.final_cell_0835,ductal
4496,human3_lib1.final_cell_0836,beta
4497,human3_lib1.final_cell_0837,beta
4498,human3_lib1.final_cell_0838,alpha
4499,human3_lib1.final_cell_0839,alpha
4500,human3_lib1.final_cell_0840,beta
4501,human3_lib1.final_cell_0841,ductal
4502,human3_lib1.final_cell_0842,quiescent_stellate
4503,human3_lib1.final_cell_0843,alpha
4504,human3_lib1.final_cell_0844,ductal
4505,human3_lib1.final_cell_0845,beta
4506,human3_lib1.final_cell_0846,beta
4507,human3_lib1.final_cell_0847,delta
4508,human3_lib1.final_cell_0848,quiescent_stellate
4509,human3_lib1.final_cell_0849,delta
4510,human3_lib1.final_cell_0850,beta
4511,human3_lib1.final_cell_0851,ductal
4512,human3_lib1.final_cell_0852,beta
4513,human3_lib1.final_cell_0853,endothelial
4514,human3_lib1.final_cell_0854,beta
4515,human3_lib1.final_cell_0855,endothelial
4516,human3_lib1.final_cell_0856,beta
4517,human3_lib1.final_cell_0857,ductal
4518,human3_lib1.final_cell_0858,ductal
4519,human3_lib1.final_cell_0859,alpha
4520,human3_lib1.final_cell_0860,alpha
4521,human3_lib1.final_cell_0861,gamma
4522,human3_lib1.final_cell_0862,beta
4523,human3_lib1.final_cell_0863,endothelial
4524,human3_lib1.final_cell_0864,endothelial
4525,human3_lib1.final_cell_0865,beta
4526,human3_lib1.final_cell_0866,alpha
4527,human3_lib1.final_cell_0867,beta
4528,human3_lib1.final_cell_0868,beta
4529,human3_lib1.final_cell_0869,beta
4530,human3_lib1.final_cell_0870,beta
4531,human3_lib1.final_cell_0871,ductal
4532,human3_lib1.final_cell_0872,quiescent_stellate
4533,human3_lib1.final_cell_0873,beta
4534,human3_lib1.final_cell_0874,alpha
4535,human3_lib1.final_cell_0875,beta
4536,human3_lib1.final_cell_0876,alpha
4537,human3_lib1.final_cell_0877,beta
4538,human3_lib1.final_cell_0878,beta
4539,human3_lib1.final_cell_0879,beta
4540,human3_lib1.final_cell_0880,beta
4541,human3_lib1.final_cell_0881,beta
4542,human3_lib1.final_cell_0882,alpha
4543,human3_lib1.final_cell_0883,beta
4544,human3_lib1.final_cell_0884,endothelial
4545,human3_lib1.final_cell_0885,quiescent_stellate
4546,human3_lib1.final_cell_0886,beta
4547,human3_lib1.final_cell_0887,beta
4548,human3_lib1.final_cell_0888,beta
4549,human3_lib1.final_cell_0889,beta
4550,human3_lib1.final_cell_0890,quiescent_stellate
4551,human3_lib1.final_cell_0891,endothelial
4552,human3_lib1.final_cell_0892,alpha
4553,human3_lib1.final_cell_0893,alpha
4554,human3_lib1.final_cell_0894,beta
4555,human3_lib1.final_cell_0895,ductal
4556,human3_lib1.final_cell_0896,endothelial
4557,human3_lib1.final_cell_0897,endothelial
4558,human3_lib2.final_cell_0001,acinar
4559,human3_lib2.final_cell_0002,acinar
4560,human3_lib2.final_cell_0003,acinar
4561,human3_lib2.final_cell_0004,acinar
4562,human3_lib2.final_cell_0005,acinar
4563,human3_lib2.final_cell_0006,acinar
4564,human3_lib2.final_cell_0007,acinar
4565,human3_lib2.final_cell_0008,acinar
4566,human3_lib2.final_cell_0009,acinar
4567,human3_lib2.final_cell_0010,acinar
4568,human3_lib2.final_cell_0011,acinar
4569,human3_lib2.final_cell_0012,acinar
4570,human3_lib2.final_cell_0013,acinar
4571,human3_lib2.final_cell_0014,acinar
4572,human3_lib2.final_cell_0015,acinar
4573,human3_lib2.final_cell_0016,delta
4574,human3_lib2.final_cell_0017,acinar
4575,human3_lib2.final_cell_0018,acinar
4576,human3_lib2.final_cell_0019,acinar
4577,human3_lib2.final_cell_0020,acinar
4578,human3_lib2.final_cell_0021,acinar
4579,human3_lib2.final_cell_0022,acinar
4580,human3_lib2.final_cell_0023,acinar
4581,human3_lib2.final_cell_0024,acinar
4582,human3_lib2.final_cell_0025,acinar
4583,human3_lib2.final_cell_0026,acinar
4584,human3_lib2.final_cell_0027,acinar
4585,human3_lib2.final_cell_0028,acinar
4586,human3_lib2.final_cell_0029,acinar
4587,human3_lib2.final_cell_0030,beta
4588,human3_lib2.final_cell_0031,acinar
4589,human3_lib2.final_cell_0032,acinar
4590,human3_lib2.final_cell_0033,acinar
4591,human3_lib2.final_cell_0034,acinar
4592,human3_lib2.final_cell_0035,acinar
4593,human3_lib2.final_cell_0036,acinar
4594,human3_lib2.final_cell_0037,acinar
4595,human3_lib2.final_cell_0038,acinar
4596,human3_lib2.final_cell_0039,acinar
4597,human3_lib2.final_cell_0040,beta
4598,human3_lib2.final_cell_0041,acinar
4599,human3_lib2.final_cell_0042,acinar
4600,human3_lib2.final_cell_0043,acinar
4601,human3_lib2.final_cell_0044,acinar
4602,human3_lib2.final_cell_0045,acinar
4603,human3_lib2.final_cell_0046,acinar
4604,human3_lib2.final_cell_0047,acinar
4605,human3_lib2.final_cell_0048,acinar
4606,human3_lib2.final_cell_0049,acinar
4607,human3_lib2.final_cell_0050,beta
4608,human3_lib2.final_cell_0051,acinar
4609,human3_lib2.final_cell_0052,acinar
4610,human3_lib2.final_cell_0053,acinar
4611,human3_lib2.final_cell_0054,acinar
4612,human3_lib2.final_cell_0055,acinar
4613,human3_lib2.final_cell_0056,acinar
4614,human3_lib2.final_cell_0057,acinar
4615,human3_lib2.final_cell_0058,acinar
4616,human3_lib2.final_cell_0059,acinar
4617,human3_lib2.final_cell_0060,acinar
4618,human3_lib2.final_cell_0061,acinar
4619,human3_lib2.final_cell_0062,acinar
4620,human3_lib2.final_cell_0063,acinar
4621,human3_lib2.final_cell_0064,acinar
4622,human3_lib2.final_cell_0065,beta
4623,human3_lib2.final_cell_0066,delta
4624,human3_lib2.final_cell_0067,acinar
4625,human3_lib2.final_cell_0068,ductal
4626,human3_lib2.final_cell_0069,acinar
4627,human3_lib2.final_cell_0070,delta
4628,human3_lib2.final_cell_0071,acinar
4629,human3_lib2.final_cell_0072,acinar
4630,human3_lib2.final_cell_0073,acinar
4631,human3_lib2.final_cell_0074,acinar
4632,human3_lib2.final_cell_0075,acinar
4633,human3_lib2.final_cell_0076,acinar
4634,human3_lib2.final_cell_0077,beta
4635,human3_lib2.final_cell_0078,acinar
4636,human3_lib2.final_cell_0079,acinar
4637,human3_lib2.final_cell_0080,acinar
4638,human3_lib2.final_cell_0081,acinar
4639,human3_lib2.final_cell_0082,acinar
4640,human3_lib2.final_cell_0083,acinar
4641,human3_lib2.final_cell_0084,acinar
4642,human3_lib2.final_cell_0085,beta
4643,human3_lib2.final_cell_0086,acinar
4644,human3_lib2.final_cell_0087,delta
4645,human3_lib2.final_cell_0088,acinar
4646,human3_lib2.final_cell_0089,beta
4647,human3_lib2.final_cell_0090,acinar
4648,human3_lib2.final_cell_0091,acinar
4649,human3_lib2.final_cell_0092,delta
4650,human3_lib2.final_cell_0093,acinar
4651,human3_lib2.final_cell_0094,acinar
4652,human3_lib2.final_cell_0095,delta
4653,human3_lib2.final_cell_0096,acinar
4654,human3_lib2.final_cell_0097,acinar
4655,human3_lib2.final_cell_0098,acinar
4656,human3_lib2.final_cell_0099,acinar
4657,human3_lib2.final_cell_0100,acinar
4658,human3_lib2.final_cell_0101,acinar
4659,human3_lib2.final_cell_0102,acinar
4660,human3_lib2.final_cell_0103,delta
4661,human3_lib2.final_cell_0104,acinar
4662,human3_lib2.final_cell_0105,acinar
4663,human3_lib2.final_cell_0106,beta
4664,human3_lib2.final_cell_0107,acinar
4665,human3_lib2.final_cell_0108,acinar
4666,human3_lib2.final_cell_0109,acinar
4667,human3_lib2.final_cell_0110,acinar
4668,human3_lib2.final_cell_0111,alpha
4669,human3_lib2.final_cell_0112,acinar
4670,human3_lib2.final_cell_0113,beta
4671,human3_lib2.final_cell_0114,alpha
4672,human3_lib2.final_cell_0115,acinar
4673,human3_lib2.final_cell_0116,acinar
4674,human3_lib2.final_cell_0117,acinar
4675,human3_lib2.final_cell_0118,acinar
4676,human3_lib2.final_cell_0119,acinar
4677,human3_lib2.final_cell_0120,acinar
4678,human3_lib2.final_cell_0121,gamma
4679,human3_lib2.final_cell_0122,ductal
4680,human3_lib2.final_cell_0123,acinar
4681,human3_lib2.final_cell_0124,acinar
4682,human3_lib2.final_cell_0125,acinar
4683,human3_lib2.final_cell_0126,acinar
4684,human3_lib2.final_cell_0127,acinar
4685,human3_lib2.final_cell_0128,ductal
4686,human3_lib2.final_cell_0129,acinar
4687,human3_lib2.final_cell_0130,acinar
4688,human3_lib2.final_cell_0131,delta
4689,human3_lib2.final_cell_0132,beta
4690,human3_lib2.final_cell_0133,alpha
4691,human3_lib2.final_cell_0134,acinar
4692,human3_lib2.final_cell_0135,acinar
4693,human3_lib2.final_cell_0136,delta
4694,human3_lib2.final_cell_0137,beta
4695,human3_lib2.final_cell_0138,acinar
4696,human3_lib2.final_cell_0139,beta
4697,human3_lib2.final_cell_0140,acinar
4698,human3_lib2.final_cell_0141,ductal
4699,human3_lib2.final_cell_0142,alpha
4700,human3_lib2.final_cell_0143,ductal
4701,human3_lib2.final_cell_0144,beta
4702,human3_lib2.final_cell_0145,alpha
4703,human3_lib2.final_cell_0146,beta
4704,human3_lib2.final_cell_0147,alpha
4705,human3_lib2.final_cell_0148,acinar
4706,human3_lib2.final_cell_0149,delta
4707,human3_lib2.final_cell_0150,beta
4708,human3_lib2.final_cell_0151,beta
4709,human3_lib2.final_cell_0152,alpha
4710,human3_lib2.final_cell_0153,beta
4711,human3_lib2.final_cell_0154,alpha
4712,human3_lib2.final_cell_0155,delta
4713,human3_lib2.final_cell_0156,alpha
4714,human3_lib2.final_cell_0157,beta
4715,human3_lib2.final_cell_0158,acinar
4716,human3_lib2.final_cell_0159,acinar
4717,human3_lib2.final_cell_0160,acinar
4718,human3_lib2.final_cell_0161,ductal
4719,human3_lib2.final_cell_0162,ductal
4720,human3_lib2.final_cell_0163,beta
4721,human3_lib2.final_cell_0164,acinar
4722,human3_lib2.final_cell_0165,delta
4723,human3_lib2.final_cell_0166,beta
4724,human3_lib2.final_cell_0167,gamma
4725,human3_lib2.final_cell_0168,acinar
4726,human3_lib2.final_cell_0169,beta
4727,human3_lib2.final_cell_0170,beta
4728,human3_lib2.final_cell_0171,acinar
4729,human3_lib2.final_cell_0172,acinar
4730,human3_lib2.final_cell_0173,alpha
4731,human3_lib2.final_cell_0174,acinar
4732,human3_lib2.final_cell_0175,beta
4733,human3_lib2.final_cell_0176,alpha
4734,human3_lib2.final_cell_0177,beta
4735,human3_lib2.final_cell_0178,alpha
4736,human3_lib2.final_cell_0179,gamma
4737,human3_lib2.final_cell_0180,acinar
4738,human3_lib2.final_cell_0181,alpha
4739,human3_lib2.final_cell_0182,beta
4740,human3_lib2.final_cell_0183,acinar
4741,human3_lib2.final_cell_0184,acinar
4742,human3_lib2.final_cell_0185,delta
4743,human3_lib2.final_cell_0186,alpha
4744,human3_lib2.final_cell_0187,ductal
4745,human3_lib2.final_cell_0188,delta
4746,human3_lib2.final_cell_0189,delta
4747,human3_lib2.final_cell_0190,alpha
4748,human3_lib2.final_cell_0191,ductal
4749,human3_lib2.final_cell_0192,beta
4750,human3_lib2.final_cell_0193,beta
4751,human3_lib2.final_cell_0194,delta
4752,human3_lib2.final_cell_0195,alpha
4753,human3_lib2.final_cell_0196,beta
4754,human3_lib2.final_cell_0197,alpha
4755,human3_lib2.final_cell_0198,beta
4756,human3_lib2.final_cell_0199,acinar
4757,human3_lib2.final_cell_0200,beta
4758,human3_lib2.final_cell_0201,acinar
4759,human3_lib2.final_cell_0202,alpha
4760,human3_lib2.final_cell_0203,beta
4761,human3_lib2.final_cell_0204,beta
4762,human3_lib2.final_cell_0205,alpha
4763,human3_lib2.final_cell_0206,beta
4764,human3_lib2.final_cell_0207,acinar
4765,human3_lib2.final_cell_0208,ductal
4766,human3_lib2.final_cell_0209,ductal
4767,human3_lib2.final_cell_0210,beta
4768,human3_lib2.final_cell_0211,alpha
4769,human3_lib2.final_cell_0212,alpha
4770,human3_lib2.final_cell_0213,acinar
4771,human3_lib2.final_cell_0214,acinar
4772,human3_lib2.final_cell_0215,gamma
4773,human3_lib2.final_cell_0216,alpha
4774,human3_lib2.final_cell_0217,alpha
4775,human3_lib2.final_cell_0218,acinar
4776,human3_lib2.final_cell_0219,beta
4777,human3_lib2.final_cell_0220,delta
4778,human3_lib2.final_cell_0221,alpha
4779,human3_lib2.final_cell_0222,ductal
4780,human3_lib2.final_cell_0223,delta
4781,human3_lib2.final_cell_0224,ductal
4782,human3_lib2.final_cell_0225,delta
4783,human3_lib2.final_cell_0226,acinar
4784,human3_lib2.final_cell_0227,ductal
4785,human3_lib2.final_cell_0228,acinar
4786,human3_lib2.final_cell_0229,acinar
4787,human3_lib2.final_cell_0230,beta
4788,human3_lib2.final_cell_0231,alpha
4789,human3_lib2.final_cell_0232,ductal
4790,human3_lib2.final_cell_0233,beta
4791,human3_lib2.final_cell_0234,beta
4792,human3_lib2.final_cell_0235,acinar
4793,human3_lib2.final_cell_0236,alpha
4794,human3_lib2.final_cell_0237,acinar
4795,human3_lib2.final_cell_0238,alpha
4796,human3_lib2.final_cell_0239,activated_stellate
4797,human3_lib2.final_cell_0240,alpha
4798,human3_lib2.final_cell_0241,ductal
4799,human3_lib2.final_cell_0242,beta
4800,human3_lib2.final_cell_0243,alpha
4801,human3_lib2.final_cell_0244,beta
4802,human3_lib2.final_cell_0245,delta
4803,human3_lib2.final_cell_0246,alpha
4804,human3_lib2.final_cell_0247,acinar
4805,human3_lib2.final_cell_0248,alpha
4806,human3_lib2.final_cell_0249,beta
4807,human3_lib2.final_cell_0250,alpha
4808,human3_lib2.final_cell_0251,alpha
4809,human3_lib2.final_cell_0252,activated_stellate
4810,human3_lib2.final_cell_0253,ductal
4811,human3_lib2.final_cell_0254,acinar
4812,human3_lib2.final_cell_0255,alpha
4813,human3_lib2.final_cell_0256,alpha
4814,human3_lib2.final_cell_0257,acinar
4815,human3_lib2.final_cell_0258,alpha
4816,human3_lib2.final_cell_0259,beta
4817,human3_lib2.final_cell_0260,acinar
4818,human3_lib2.final_cell_0261,beta
4819,human3_lib2.final_cell_0262,ductal
4820,human3_lib2.final_cell_0263,beta
4821,human3_lib2.final_cell_0264,delta
4822,human3_lib2.final_cell_0265,beta
4823,human3_lib2.final_cell_0266,acinar
4824,human3_lib2.final_cell_0267,acinar
4825,human3_lib2.final_cell_0268,acinar
4826,human3_lib2.final_cell_0269,acinar
4827,human3_lib2.final_cell_0270,acinar
4828,human3_lib2.final_cell_0271,activated_stellate
4829,human3_lib2.final_cell_0272,acinar
4830,human3_lib2.final_cell_0273,beta
4831,human3_lib2.final_cell_0274,ductal
4832,human3_lib2.final_cell_0275,alpha
4833,human3_lib2.final_cell_0276,beta
4834,human3_lib2.final_cell_0277,acinar
4835,human3_lib2.final_cell_0278,beta
4836,human3_lib2.final_cell_0279,beta
4837,human3_lib2.final_cell_0280,acinar
4838,human3_lib2.final_cell_0281,ductal
4839,human3_lib2.final_cell_0282,beta
4840,human3_lib2.final_cell_0283,acinar
4841,human3_lib2.final_cell_0284,beta
4842,human3_lib2.final_cell_0285,beta
4843,human3_lib2.final_cell_0286,alpha
4844,human3_lib2.final_cell_0287,beta
4845,human3_lib2.final_cell_0288,alpha
4846,human3_lib2.final_cell_0289,ductal
4847,human3_lib2.final_cell_0290,alpha
4848,human3_lib2.final_cell_0291,acinar
4849,human3_lib2.final_cell_0292,alpha
4850,human3_lib2.final_cell_0293,ductal
4851,human3_lib2.final_cell_0294,activated_stellate
4852,human3_lib2.final_cell_0295,alpha
4853,human3_lib2.final_cell_0296,alpha
4854,human3_lib2.final_cell_0297,ductal
4855,human3_lib2.final_cell_0298,acinar
4856,human3_lib2.final_cell_0299,acinar
4857,human3_lib2.final_cell_0300,acinar
4858,human3_lib2.final_cell_0301,alpha
4859,human3_lib2.final_cell_0302,alpha
4860,human3_lib2.final_cell_0303,alpha
4861,human3_lib2.final_cell_0304,beta
4862,human3_lib2.final_cell_0305,alpha
4863,human3_lib2.final_cell_0306,beta
4864,human3_lib2.final_cell_0307,alpha
4865,human3_lib2.final_cell_0308,beta
4866,human3_lib2.final_cell_0309,beta
4867,human3_lib2.final_cell_0310,alpha
4868,human3_lib2.final_cell_0311,delta
4869,human3_lib2.final_cell_0312,alpha
4870,human3_lib2.final_cell_0313,alpha
4871,human3_lib2.final_cell_0314,alpha
4872,human3_lib2.final_cell_0315,ductal
4873,human3_lib2.final_cell_0316,ductal
4874,human3_lib2.final_cell_0317,delta
4875,human3_lib2.final_cell_0318,alpha
4876,human3_lib2.final_cell_0319,ductal
4877,human3_lib2.final_cell_0320,ductal
4878,human3_lib2.final_cell_0321,alpha
4879,human3_lib2.final_cell_0322,alpha
4880,human3_lib2.final_cell_0323,ductal
4881,human3_lib2.final_cell_0324,acinar
4882,human3_lib2.final_cell_0325,beta
4883,human3_lib2.final_cell_0326,beta
4884,human3_lib2.final_cell_0327,alpha
4885,human3_lib2.final_cell_0328,alpha
4886,human3_lib2.final_cell_0329,alpha
4887,human3_lib2.final_cell_0330,alpha
4888,human3_lib2.final_cell_0331,beta
4889,human3_lib2.final_cell_0332,beta
4890,human3_lib2.final_cell_0333,ductal
4891,human3_lib2.final_cell_0334,acinar
4892,human3_lib2.final_cell_0335,beta
4893,human3_lib2.final_cell_0336,beta
4894,human3_lib2.final_cell_0337,alpha
4895,human3_lib2.final_cell_0338,alpha
4896,human3_lib2.final_cell_0339,beta
4897,human3_lib2.final_cell_0340,ductal
4898,human3_lib2.final_cell_0341,ductal
4899,human3_lib2.final_cell_0342,beta
4900,human3_lib2.final_cell_0343,ductal
4901,human3_lib2.final_cell_0344,activated_stellate
4902,human3_lib2.final_cell_0345,ductal
4903,human3_lib2.final_cell_0346,beta
4904,human3_lib2.final_cell_0347,beta
4905,human3_lib2.final_cell_0348,alpha
4906,human3_lib2.final_cell_0349,alpha
4907,human3_lib2.final_cell_0350,alpha
4908,human3_lib2.final_cell_0351,beta
4909,human3_lib2.final_cell_0352,beta
4910,human3_lib2.final_cell_0353,alpha
4911,human3_lib2.final_cell_0354,beta
4912,human3_lib2.final_cell_0355,beta
4913,human3_lib2.final_cell_0356,alpha
4914,human3_lib2.final_cell_0357,alpha
4915,human3_lib2.final_cell_0358,beta
4916,human3_lib2.final_cell_0359,acinar
4917,human3_lib2.final_cell_0360,alpha
4918,human3_lib2.final_cell_0361,beta
4919,human3_lib2.final_cell_0362,alpha
4920,human3_lib2.final_cell_0363,alpha
4921,human3_lib2.final_cell_0364,alpha
4922,human3_lib2.final_cell_0365,alpha
4923,human3_lib2.final_cell_0366,beta
4924,human3_lib2.final_cell_0367,beta
4925,human3_lib2.final_cell_0368,activated_stellate
4926,human3_lib2.final_cell_0369,beta
4927,human3_lib2.final_cell_0370,activated_stellate
4928,human3_lib2.final_cell_0371,beta
4929,human3_lib2.final_cell_0372,alpha
4930,human3_lib2.final_cell_0373,endothelial
4931,human3_lib2.final_cell_0374,acinar
4932,human3_lib2.final_cell_0375,ductal
4933,human3_lib2.final_cell_0376,alpha
4934,human3_lib2.final_cell_0377,alpha
4935,human3_lib2.final_cell_0378,alpha
4936,human3_lib2.final_cell_0379,ductal
4937,human3_lib2.final_cell_0380,gamma
4938,human3_lib2.final_cell_0381,beta
4939,human3_lib2.final_cell_0382,beta
4940,human3_lib2.final_cell_0383,ductal
4941,human3_lib2.final_cell_0384,acinar
4942,human3_lib2.final_cell_0385,alpha
4943,human3_lib2.final_cell_0386,delta
4944,human3_lib2.final_cell_0387,delta
4945,human3_lib2.final_cell_0388,beta
4946,human3_lib2.final_cell_0389,alpha
4947,human3_lib2.final_cell_0390,beta
4948,human3_lib2.final_cell_0391,ductal
4949,human3_lib2.final_cell_0392,alpha
4950,human3_lib2.final_cell_0393,alpha
4951,human3_lib2.final_cell_0394,ductal
4952,human3_lib2.final_cell_0395,alpha
4953,human3_lib2.final_cell_0396,acinar
4954,human3_lib2.final_cell_0397,alpha
4955,human3_lib2.final_cell_0398,ductal
4956,human3_lib2.final_cell_0399,ductal
4957,human3_lib2.final_cell_0400,alpha
4958,human3_lib2.final_cell_0401,alpha
4959,human3_lib2.final_cell_0402,ductal
4960,human3_lib2.final_cell_0403,acinar
4961,human3_lib2.final_cell_0404,alpha
4962,human3_lib2.final_cell_0405,alpha
4963,human3_lib2.final_cell_0406,ductal
4964,human3_lib2.final_cell_0407,alpha
4965,human3_lib2.final_cell_0408,alpha
4966,human3_lib2.final_cell_0409,ductal
4967,human3_lib2.final_cell_0410,alpha
4968,human3_lib2.final_cell_0411,acinar
4969,human3_lib2.final_cell_0412,beta
4970,human3_lib2.final_cell_0413,beta
4971,human3_lib2.final_cell_0414,ductal
4972,human3_lib2.final_cell_0415,alpha
4973,human3_lib2.final_cell_0416,activated_stellate
4974,human3_lib2.final_cell_0417,ductal
4975,human3_lib2.final_cell_0418,beta
4976,human3_lib2.final_cell_0419,beta
4977,human3_lib2.final_cell_0420,alpha
4978,human3_lib2.final_cell_0421,acinar
4979,human3_lib2.final_cell_0422,beta
4980,human3_lib2.final_cell_0423,alpha
4981,human3_lib2.final_cell_0424,alpha
4982,human3_lib2.final_cell_0425,alpha
4983,human3_lib2.final_cell_0426,acinar
4984,human3_lib2.final_cell_0427,alpha
4985,human3_lib2.final_cell_0428,beta
4986,human3_lib2.final_cell_0429,endothelial
4987,human3_lib2.final_cell_0430,alpha
4988,human3_lib2.final_cell_0431,alpha
4989,human3_lib2.final_cell_0432,gamma
4990,human3_lib2.final_cell_0433,alpha
4991,human3_lib2.final_cell_0434,beta
4992,human3_lib2.final_cell_0435,beta
4993,human3_lib2.final_cell_0436,ductal
4994,human3_lib2.final_cell_0437,delta
4995,human3_lib2.final_cell_0438,beta
4996,human3_lib2.final_cell_0439,beta
4997,human3_lib2.final_cell_0440,alpha
4998,human3_lib2.final_cell_0441,activated_stellate
4999,human3_lib2.final_cell_0442,alpha
5000,human3_lib2.final_cell_0443,beta
5001,human3_lib2.final_cell_0444,alpha
5002,human3_lib2.final_cell_0445,acinar
5003,human3_lib2.final_cell_0446,alpha
5004,human3_lib2.final_cell_0447,alpha
5005,human3_lib2.final_cell_0448,alpha
5006,human3_lib2.final_cell_0449,alpha
5007,human3_lib2.final_cell_0450,beta
5008,human3_lib2.final_cell_0451,alpha
5009,human3_lib2.final_cell_0452,alpha
5010,human3_lib2.final_cell_0453,acinar
5011,human3_lib2.final_cell_0454,beta
5012,human3_lib2.final_cell_0455,alpha
5013,human3_lib2.final_cell_0456,alpha
5014,human3_lib2.final_cell_0457,alpha
5015,human3_lib2.final_cell_0458,ductal
5016,human3_lib2.final_cell_0459,ductal
5017,human3_lib2.final_cell_0460,ductal
5018,human3_lib2.final_cell_0461,activated_stellate
5019,human3_lib2.final_cell_0462,acinar
5020,human3_lib2.final_cell_0463,alpha
5021,human3_lib2.final_cell_0464,beta
5022,human3_lib2.final_cell_0465,beta
5023,human3_lib2.final_cell_0466,acinar
5024,human3_lib2.final_cell_0467,alpha
5025,human3_lib2.final_cell_0468,alpha
5026,human3_lib2.final_cell_0469,acinar
5027,human3_lib2.final_cell_0470,alpha
5028,human3_lib2.final_cell_0471,alpha
5029,human3_lib2.final_cell_0472,acinar
5030,human3_lib2.final_cell_0473,acinar
5031,human3_lib2.final_cell_0474,acinar
5032,human3_lib2.final_cell_0475,delta
5033,human3_lib2.final_cell_0476,ductal
5034,human3_lib2.final_cell_0477,acinar
5035,human3_lib2.final_cell_0478,alpha
5036,human3_lib2.final_cell_0479,alpha
5037,human3_lib2.final_cell_0480,alpha
5038,human3_lib2.final_cell_0481,acinar
5039,human3_lib2.final_cell_0482,alpha
5040,human3_lib2.final_cell_0483,alpha
5041,human3_lib2.final_cell_0484,alpha
5042,human3_lib2.final_cell_0485,alpha
5043,human3_lib2.final_cell_0486,acinar
5044,human3_lib2.final_cell_0487,alpha
5045,human3_lib2.final_cell_0488,alpha
5046,human3_lib2.final_cell_0489,alpha
5047,human3_lib2.final_cell_0490,beta
5048,human3_lib2.final_cell_0491,acinar
5049,human3_lib2.final_cell_0492,activated_stellate
5050,human3_lib2.final_cell_0493,alpha
5051,human3_lib2.final_cell_0494,quiescent_stellate
5052,human3_lib2.final_cell_0495,alpha
5053,human3_lib2.final_cell_0496,alpha
5054,human3_lib2.final_cell_0497,acinar
5055,human3_lib2.final_cell_0498,alpha
5056,human3_lib2.final_cell_0499,beta
5057,human3_lib2.final_cell_0500,alpha
5058,human3_lib2.final_cell_0501,alpha
5059,human3_lib2.final_cell_0502,ductal
5060,human3_lib2.final_cell_0503,alpha
5061,human3_lib2.final_cell_0504,ductal
5062,human3_lib2.final_cell_0505,alpha
5063,human3_lib2.final_cell_0506,acinar
5064,human3_lib2.final_cell_0507,alpha
5065,human3_lib2.final_cell_0508,beta
5066,human3_lib2.final_cell_0509,alpha
5067,human3_lib2.final_cell_0510,alpha
5068,human3_lib2.final_cell_0511,beta
5069,human3_lib2.final_cell_0512,beta
5070,human3_lib2.final_cell_0513,alpha
5071,human3_lib2.final_cell_0514,alpha
5072,human3_lib2.final_cell_0515,alpha
5073,human3_lib2.final_cell_0516,ductal
5074,human3_lib2.final_cell_0517,alpha
5075,human3_lib2.final_cell_0518,alpha
5076,human3_lib2.final_cell_0519,alpha
5077,human3_lib2.final_cell_0520,alpha
5078,human3_lib2.final_cell_0521,alpha
5079,human3_lib2.final_cell_0522,alpha
5080,human3_lib2.final_cell_0523,beta
5081,human3_lib2.final_cell_0524,beta
5082,human3_lib2.final_cell_0525,alpha
5083,human3_lib2.final_cell_0526,ductal
