,Cell,Cell_type
5089,F2S4_160426_005_H01,L6 IT VISp Penk Col27a1
5090,F2S4_160426_006_A01,L6 IT VISp Penk Col27a1
5091,F2S4_160426_006_B01,L5 PT VISp Krt80
5092,F2S4_160426_006_C01,L6 IT VISp Penk Col27a1
5093,F2S4_160426_006_D01,L6 IT VISp Penk Col27a1
5094,F2S4_160426_006_E01,L6 IT VISp Penk Col27a1
5095,F2S4_160426_006_F01,L5 IT VISp Batf3
5096,F2S4_160426_006_G01,L6 IT VISp Penk Col27a1
5097,F2S4_160426_006_H01,L6 IT VISp Col18a1
5098,F2S4_160426_007_A01,L6 IT VISp Col18a1
5099,F2S4_160426_007_B01,L6 IT VISp Col23a1 Adamts2
5100,F2S4_160426_007_C01,L6 CT VISp Krt80 Sla
5101,F2S4_160426_007_D01,L6 IT VISp Penk Col27a1
5102,F2S4_160426_007_E01,L6 IT VISp Col23a1 Adamts2
5103,F2S4_160426_007_F01,L6 IT VISp Col23a1 Adamts2
5104,F2S4_160426_007_G01,L6 CT VISp Krt80 Sla
5105,F2S4_160426_007_H01,L6 IT VISp Penk Col27a1
5106,F2S4_160426_008_A01,L6 IT VISp Penk Col27a1
5107,F2S4_160426_008_B01,L6 IT VISp Col23a1 Adamts2
5108,F2S4_160426_008_C01,L6 IT VISp Penk Col27a1
5109,F2S4_160426_008_D01,L6 IT VISp Penk Col27a1
5110,F2S4_160426_008_E01,L6 IT VISp Col23a1 Adamts2
5111,F2S4_160426_008_F01,L6b VISp Col8a1 Rprm
5112,F2S4_160426_008_G01,L6 CT VISp Ctxn3 Sla
5113,F2S4_160426_008_H01,L6b P2ry12
5114,F2S4_160426_009_A01,L6 IT VISp Penk Col27a1
5115,F2S4_160426_009_B01,L6 IT VISp Penk Fst
5116,F2S4_160426_009_C01,L6 IT VISp Penk Col27a1
5117,F2S4_160426_009_D01,L6 IT VISp Penk Col27a1
5118,F2S4_160426_009_E01,L6 CT VISp Ctxn3 Brinp3
5119,F2S4_160426_009_F01,L6 IT VISp Col23a1 Adamts2
5120,F2S4_160426_009_G01,L6 IT VISp Col23a1 Adamts2
5121,F2S4_160426_009_H01,L6 IT VISp Penk Col27a1
5122,F2S4_160426_010_A01,L6 IT VISp Penk Col27a1
5123,F2S4_160426_010_B01,L6 IT VISp Penk Col27a1
5124,F2S4_160426_010_C01,L6 CT VISp Krt80 Sla
5125,F2S4_160426_010_D01,L6 IT VISp Penk Col27a1
5126,F2S4_160426_010_E01,L6 IT VISp Penk Col27a1
5127,F2S4_160426_010_F01,L6 CT VISp Ctxn3 Brinp3
5128,F2S4_160426_010_G01,L6 IT VISp Col23a1 Adamts2
5129,F2S4_160426_010_H01,L6 IT VISp Penk Col27a1
5130,F2S4_160426_011_A01,L6 IT VISp Col18a1
5131,F2S4_160426_011_B01,L6 IT VISp Penk Fst
5132,F2S4_160426_011_C01,L6 IT VISp Col23a1 Adamts2
5133,F2S4_160426_011_D01,L6 IT VISp Col23a1 Adamts2
5134,F2S4_160426_011_E01,L6 IT VISp Penk Fst
5135,F2S4_160426_011_F01,L6 CT VISp Ctxn3 Sla
5136,F2S4_160426_011_G01,L6 CT VISp Ctxn3 Brinp3
5137,F2S4_160426_011_H01,L6 IT VISp Penk Fst
5138,F2S4_160426_012_A01,L6 CT VISp Ctxn3 Sla
5139,F2S4_160426_012_B01,L6 IT VISp Penk Fst
5140,F2S4_160426_012_D01,L6 IT VISp Col18a1
5141,F2S4_160426_012_E01,L6 IT VISp Penk Col27a1
5142,F2S4_160426_012_F01,L6 IT VISp Penk Col27a1
5143,F2S4_160426_012_G01,L6 IT VISp Penk Col27a1
5144,F2S4_160426_013_A01,L2/3 IT VISp Rrad
5145,F2S4_160426_013_B01,L2/3 IT VISp Adamts2
5146,F2S4_160426_013_C01,L2/3 IT VISp Agmat
5147,F2S4_160426_013_D01,L2/3 IT VISp Agmat
5148,F2S4_160426_013_E01,L2/3 IT VISp Agmat
5149,F2S4_160426_013_F01,L2/3 IT VISp Agmat
5150,F2S4_160426_013_G01,L2/3 IT VISp Agmat
5151,F2S4_160426_013_H01,L4 IT VISp Rspo1
5152,F2S4_160426_014_A01,L2/3 IT VISp Agmat
5153,F2S4_160426_014_B01,L2/3 IT VISp Agmat
5154,F2S4_160426_014_C01,L2/3 IT VISp Adamts2
5155,F2S4_160426_014_D01,L2/3 IT VISp Agmat
5156,F2S4_160426_014_E01,L2/3 IT VISp Rrad
5157,F2S4_160426_014_F01,L2/3 IT VISp Agmat
5158,F2S4_160426_014_G01,L2/3 IT VISp Agmat
5159,F2S4_160426_014_H01,L2/3 IT VISp Adamts2
5160,F2S4_160426_015_A01,L2/3 IT VISp Agmat
5161,F2S4_160426_015_B01,L2/3 IT VISp Agmat
5162,F2S4_160426_015_C01,L2/3 IT VISp Rrad
5163,F2S4_160426_015_D01,L2/3 IT VISp Agmat
5164,F2S4_160426_015_E01,L2/3 IT VISp Agmat
5165,F2S4_160426_015_F01,L2/3 IT VISp Agmat
5166,F2S4_160426_015_G01,L2/3 IT VISp Agmat
5167,F2S4_160426_015_H01,L2/3 IT VISp Adamts2
5168,F2S4_160426_016_A01,L2/3 IT VISp Rrad
5169,F2S4_160426_016_B01,L2/3 IT VISp Rrad
5170,F2S4_160426_016_C01,L2/3 IT VISp Rrad
5171,F2S4_160426_016_D01,L2/3 IT VISp Adamts2
5172,F2S4_160426_016_E01,L2/3 IT VISp Agmat
5173,F2S4_160426_016_F01,L2/3 IT VISp Adamts2
5174,F2S4_160426_016_G01,L2/3 IT VISp Agmat
5175,F2S4_160426_016_H01,L2/3 IT VISp Agmat
5176,F2S4_160426_017_A01,L2/3 IT VISp Adamts2
5177,F2S4_160426_017_B01,L2/3 IT VISp Agmat
5178,F2S4_160426_017_C01,L2/3 IT VISp Agmat
5179,F2S4_160426_017_D01,L2/3 IT VISp Adamts2
5180,F2S4_160426_017_E01,L2/3 IT VISp Rrad
5181,F2S4_160426_017_F01,L2/3 IT VISp Agmat
5182,F2S4_160426_017_G01,L2/3 IT VISp Adamts2
5183,F2S4_160426_017_H01,L2/3 IT VISp Agmat
5184,F2S4_160426_018_A01,L4 IT VISp Rspo1
5185,F2S4_160426_018_B01,L2/3 IT VISp Agmat
5186,F2S4_160426_018_C01,L2/3 IT VISp Agmat
5187,F2S4_160426_018_D01,L2/3 IT VISp Adamts2
5188,F2S4_160426_018_E01,L2/3 IT VISp Agmat
5189,F2S4_160426_018_F01,L2/3 IT VISp Agmat
5190,F2S4_160426_018_G01,L2/3 IT VISp Adamts2
5191,F2S4_160426_018_H01,L2/3 IT VISp Agmat
5192,F2S4_160426_019_A01,L4 IT VISp Rspo1
5193,F2S4_160426_019_B01,L4 IT VISp Rspo1
5194,F2S4_160426_019_C01,L4 IT VISp Rspo1
5195,F2S4_160426_019_D01,L4 IT VISp Rspo1
5196,F2S4_160426_019_E01,L4 IT VISp Rspo1
5197,F2S4_160426_019_F01,L4 IT VISp Rspo1
5198,F2S4_160426_019_G01,L4 IT VISp Rspo1
5199,F2S4_160426_019_H01,L5 IT VISp Hsd11b1 Endou
5200,F2S4_160426_020_A01,L4 IT VISp Rspo1
5201,F2S4_160426_020_B01,L4 IT VISp Rspo1
5202,F2S4_160426_020_C01,L4 IT VISp Rspo1
5203,F2S4_160426_020_D01,L4 IT VISp Rspo1
5204,F2S4_160426_020_E01,L4 IT VISp Rspo1
5205,F2S4_160426_020_F01,L4 IT VISp Rspo1
5206,F2S4_160426_020_G01,L4 IT VISp Rspo1
5207,F2S4_160426_021_A01,L4 IT VISp Rspo1
5208,F2S4_160426_021_B01,L4 IT VISp Rspo1
5209,F2S4_160426_021_C01,L4 IT VISp Rspo1
5210,F2S4_160426_021_D01,L4 IT VISp Rspo1
5211,F2S4_160426_021_E01,L4 IT VISp Rspo1
5212,F2S4_160426_021_F01,L4 IT VISp Rspo1
5213,F2S4_160426_021_G01,L4 IT VISp Rspo1
5214,F2S4_160426_021_H01,L4 IT VISp Rspo1
5215,F2S4_160426_022_A01,L4 IT VISp Rspo1
5216,F2S4_160426_022_B01,L4 IT VISp Rspo1
5217,F2S4_160426_022_C01,L5 IT VISp Hsd11b1 Endou
5218,F2S4_160426_022_E01,L4 IT VISp Rspo1
5219,F2S4_160426_022_F01,L4 IT VISp Rspo1
5220,F2S4_160426_022_G01,L4 IT VISp Rspo1
5221,F2S4_160426_023_B01,L4 IT VISp Rspo1
5222,F2S4_160426_023_C01,L4 IT VISp Rspo1
5223,F2S4_160426_023_E01,L5 IT VISp Hsd11b1 Endou
5224,F2S4_160426_023_F01,L4 IT VISp Rspo1
5225,F2S4_160426_023_G01,L4 IT VISp Rspo1
5226,F2S4_160426_023_H01,L4 IT VISp Rspo1
5227,F2S4_160426_024_A01,L4 IT VISp Rspo1
5228,F2S4_160426_024_C01,L4 IT VISp Rspo1
5229,F2S4_160426_024_D01,L4 IT VISp Rspo1
5230,F2S4_160426_024_E01,L4 IT VISp Rspo1
5231,F2S4_160426_024_F01,L4 IT VISp Rspo1
5232,F2S4_160426_024_G01,L4 IT VISp Rspo1
5233,F2S4_160426_024_H01,L4 IT VISp Rspo1
5234,F2S4_160428_001_A01,L5 NP VISp Trhr Met
5235,F2S4_160428_001_B01,L5 NP VISp Trhr Cpne7
5236,F2S4_160428_001_C01,L5 NP VISp Trhr Cpne7
5237,F2S4_160428_001_D01,L5 IT VISp Batf3
5238,F2S4_160428_001_E01,L5 NP VISp Trhr Cpne7
5239,F2S4_160428_001_F01,L6 IT VISp Col18a1
5240,F2S4_160428_001_H01,L5 IT VISp Batf3
5241,F2S4_160428_002_A01,L5 NP VISp Trhr Cpne7
5242,F2S4_160428_002_B01,L5 NP VISp Trhr Met
5243,F2S4_160428_002_C01,L5 PT VISp C1ql2 Ptgfr
5244,F2S4_160428_002_D01,L5 NP VISp Trhr Met
5245,F2S4_160428_002_E01,L6 IT VISp Penk Col27a1
5246,F2S4_160428_002_F01,L5 NP VISp Trhr Cpne7
5247,F2S4_160428_002_G01,L5 NP VISp Trhr Cpne7
5248,F2S4_160428_002_H01,L5 IT VISp Whrn Tox2
5249,F2S4_160428_003_B01,L5 NP VISp Trhr Met
5250,F2S4_160428_003_C01,L5 NP VISp Trhr Cpne7
5251,F2S4_160428_003_D01,L5 NP VISp Trhr Met
5252,F2S4_160428_003_E01,L6 IT VISp Penk Col27a1
5253,F2S4_160428_003_F01,L5 NP VISp Trhr Cpne7
5254,F2S4_160428_003_G01,L5 NP VISp Trhr Met
5255,F2S4_160428_003_H01,L5 NP VISp Trhr Met
5256,F2S4_160428_004_A01,L4 IT VISp Rspo1
5257,F2S4_160428_004_B01,L2/3 IT VISp Adamts2
5258,F2S4_160428_004_C01,L5 NP VISp Trhr Cpne7
5259,F2S4_160428_004_D01,L5 NP VISp Trhr Cpne7
5260,F2S4_160428_004_E01,L5 NP VISp Trhr Met
5261,F2S4_160428_004_F01,L5 NP VISp Trhr Cpne7
5262,F2S4_160428_004_G01,L5 NP VISp Trhr Cpne7
5263,F2S4_160428_004_H01,L5 NP VISp Trhr Met
5264,F2S4_160428_005_A01,L2/3 IT VISp Agmat
5265,F2S4_160428_005_B01,L2/3 IT VISp Rrad
5266,F2S4_160428_005_C01,L2/3 IT VISp Agmat
5267,F2S4_160428_005_D01,L2/3 IT VISp Rrad
5268,F2S4_160428_005_E01,L2/3 IT VISp Adamts2
5269,F2S4_160428_005_F01,L2/3 IT VISp Agmat
5270,F2S4_160428_005_G01,L2/3 IT VISp Rrad
5271,F2S4_160428_005_H01,L2/3 IT VISp Agmat
5272,F2S4_160428_006_A01,L2/3 IT VISp Agmat
5273,F2S4_160428_006_B01,L2/3 IT VISp Agmat
5274,F2S4_160428_006_C01,L2/3 IT VISp Adamts2
5275,F2S4_160428_006_D01,L2/3 IT VISp Adamts2
5276,F2S4_160428_006_E01,L2/3 IT VISp Agmat
5277,F2S4_160428_006_F01,L2/3 IT VISp Adamts2
5278,F2S4_160428_006_G01,L2/3 IT VISp Agmat
5279,F2S4_160428_006_H01,L4 IT VISp Rspo1
5280,F2S4_160428_007_A01,L2/3 IT VISp Agmat
5281,F2S4_160428_007_B01,L2/3 IT VISp Adamts2
5282,F2S4_160428_007_C01,L2/3 IT VISp Rrad
5283,F2S4_160428_007_D01,L2/3 IT VISp Agmat
5284,F2S4_160428_007_E01,L2/3 IT VISp Agmat
5285,F2S4_160428_007_F01,L2/3 IT VISp Adamts2
5286,F2S4_160428_007_G01,L2/3 IT VISp Adamts2
5287,F2S4_160428_007_H01,L2/3 IT VISp Agmat
5288,F2S4_160428_008_A01,L6 CT VISp Krt80 Sla
5289,F2S4_160428_008_B01,L6 CT VISp Ctxn3 Brinp3
5290,F2S4_160428_008_C01,L6 IT VISp Penk Col27a1
5291,F2S4_160428_008_D01,L6 IT VISp Car3
5292,F2S4_160428_008_E01,L6 CT VISp Ctxn3 Sla
5293,F2S4_160428_008_F01,L6 IT VISp Col23a1 Adamts2
5294,F2S4_160428_008_G01,L2/3 IT VISp Adamts2
5295,F2S4_160428_008_H01,L2/3 IT VISp Agmat
5296,F2S4_160428_009_A01,L6 CT VISp Ctxn3 Brinp3
5297,F2S4_160428_009_B01,L6 CT VISp Ctxn3 Brinp3
5298,F2S4_160428_009_C01,L6b VISp Col8a1 Rprm
5299,F2S4_160428_009_D01,L6b VISp Col8a1 Rprm
5300,F2S4_160428_009_E01,L6 IT VISp Penk Fst
5301,F2S4_160428_009_F01,L6 IT VISp Penk Col27a1
5302,F2S4_160428_009_G01,L6 IT VISp Col23a1 Adamts2
5303,F2S4_160428_009_H01,L6 CT VISp Krt80 Sla
5304,F2S4_160428_010_A01,L6 IT VISp Penk Fst
5305,F2S4_160428_010_B01,L6 IT VISp Penk Fst
5306,F2S4_160428_010_C01,L6 CT VISp Ctxn3 Sla
5307,F2S4_160428_010_D01,L6 CT VISp Ctxn3 Sla
5308,F2S4_160428_010_E01,L6 CT VISp Krt80 Sla
5309,F2S4_160428_010_F01,L6 CT VISp Ctxn3 Brinp3
5310,F2S4_160428_010_G01,L6 IT VISp Col23a1 Adamts2
5311,F2S4_160428_011_A01,L6 CT VISp Ctxn3 Brinp3
5312,F2S4_160428_011_B01,L6 IT VISp Penk Col27a1
5313,F2S4_160428_011_C01,L6 CT VISp Ctxn3 Brinp3
5314,F2S4_160428_011_D01,L6 CT VISp Ctxn3 Sla
5315,F2S4_160428_011_H01,L6 IT VISp Penk Fst
5316,F2S4_160428_012_A01,L6 IT VISp Col23a1 Adamts2
5317,F2S4_160428_012_B01,L6 IT VISp Penk Col27a1
5318,F2S4_160428_012_C01,L6 CT VISp Krt80 Sla
5319,F2S4_160428_012_D01,L6 CT VISp Ctxn3 Sla
5320,F2S4_160428_012_E01,L6 IT VISp Penk Col27a1
5321,F2S4_160428_012_F01,L6 IT VISp Penk Col27a1
5322,F2S4_160428_012_G01,L6 IT VISp Penk Col27a1
5323,F2S4_160428_012_H01,L6 IT VISp Penk Col27a1
5324,F2S4_160428_013_A01,L6 IT VISp Col23a1 Adamts2
5325,F2S4_160428_013_B01,L6 CT VISp Ctxn3 Brinp3
5326,F2S4_160428_013_C01,L6 IT VISp Penk Col27a1
5327,F2S4_160428_013_D01,L6 IT VISp Penk Col27a1
5328,F2S4_160428_013_E01,L6 IT VISp Col23a1 Adamts2
5329,F2S4_160428_013_F01,L6 IT VISp Col23a1 Adamts2
5330,F2S4_160428_013_G01,L6 IT VISp Col18a1
5331,F2S4_160428_013_H01,L6 IT VISp Penk Fst
5332,F2S4_160428_014_A01,L6 IT VISp Penk Col27a1
5333,F2S4_160428_014_B01,L6 CT VISp Gpr139
5334,F2S4_160428_014_C01,L6 IT VISp Penk Col27a1
5335,F2S4_160428_014_D01,L6 CT VISp Ctxn3 Brinp3
5336,F2S4_160428_014_E01,L6 IT VISp Penk Col27a1
5337,F2S4_160428_014_F01,L6 IT VISp Penk Fst
5338,F2S4_160428_014_H01,L6 IT VISp Penk Col27a1
5339,F2S4_160428_015_A01,L4 IT VISp Rspo1
5340,F2S4_160428_015_B01,L4 IT VISp Rspo1
5341,F2S4_160428_015_C01,L4 IT VISp Rspo1
5342,F2S4_160428_015_D01,L4 IT VISp Rspo1
5343,F2S4_160428_015_E01,L4 IT VISp Rspo1
5344,F2S4_160428_015_F01,L4 IT VISp Rspo1
5345,F2S4_160428_015_G01,L4 IT VISp Rspo1
5346,F2S4_160428_015_H01,L4 IT VISp Rspo1
5347,F2S4_160428_016_A01,L4 IT VISp Rspo1
5348,F2S4_160428_016_B01,L5 IT VISp Hsd11b1 Endou
5349,F2S4_160428_016_C01,L4 IT VISp Rspo1
5350,F2S4_160428_016_D01,L4 IT VISp Rspo1
5351,F2S4_160428_016_E01,L4 IT VISp Rspo1
5352,F2S4_160428_016_F01,L4 IT VISp Rspo1
5353,F2S4_160428_016_G01,L4 IT VISp Rspo1
5354,F2S4_160428_016_H01,L4 IT VISp Rspo1
5355,F2S4_160428_017_A01,L4 IT VISp Rspo1
5356,F2S4_160428_017_B01,L4 IT VISp Rspo1
5357,F2S4_160428_017_C01,L4 IT VISp Rspo1
5358,F2S4_160428_017_D01,L4 IT VISp Rspo1
5359,F2S4_160428_017_E01,L4 IT VISp Rspo1
5360,F2S4_160428_017_F01,L4 IT VISp Rspo1
5361,F2S4_160428_017_G01,L4 IT VISp Rspo1
5362,F2S4_160428_017_H01,L4 IT VISp Rspo1
5363,F2S4_160428_018_A01,L4 IT VISp Rspo1
5364,F2S4_160428_018_B01,L4 IT VISp Rspo1
5365,F2S4_160428_018_C01,L4 IT VISp Rspo1
5366,F2S4_160428_018_D01,L4 IT VISp Rspo1
5367,F2S4_160428_018_E01,L4 IT VISp Rspo1
5368,F2S4_160428_018_F01,L4 IT VISp Rspo1
5369,F2S4_160428_018_G01,L4 IT VISp Rspo1
5370,F2S4_160428_018_H01,L4 IT VISp Rspo1
5371,F2S4_160428_019_A01,L4 IT VISp Rspo1
5372,F2S4_160428_019_B01,L4 IT VISp Rspo1
5373,F2S4_160428_019_C01,L4 IT VISp Rspo1
5374,F2S4_160428_019_D01,L4 IT VISp Rspo1
5375,F2S4_160428_019_E01,L4 IT VISp Rspo1
5376,F2S4_160428_019_F01,L4 IT VISp Rspo1
5377,F2S4_160428_019_G01,L4 IT VISp Rspo1
5378,F2S4_160428_019_H01,L4 IT VISp Rspo1
5379,F2S4_160428_020_A01,L6 IT VISp Col23a1 Adamts2
5380,F2S4_160428_020_B01,L6 CT VISp Krt80 Sla
5381,F2S4_160428_020_C01,L6 IT VISp Penk Col27a1
5382,F2S4_160428_020_D01,L6 IT VISp Penk Col27a1
5383,F2S4_160428_020_E01,L6 IT VISp Col18a1
5384,F2S4_160428_020_F01,L6 IT VISp Penk Col27a1
5385,F2S4_160428_020_G01,L6 CT VISp Ctxn3 Sla
5386,F2S4_160428_020_H01,L4 IT VISp Rspo1
5387,F2S4_160428_021_A01,L6 IT VISp Col23a1 Adamts2
5388,F2S4_160428_021_B01,L6 IT VISp Penk Col27a1
5389,F2S4_160428_021_C01,L6 IT VISp Col23a1 Adamts2
5390,F2S4_160428_021_D01,L6 IT VISp Penk Col27a1
5391,F2S4_160428_021_E01,L6 CT VISp Krt80 Sla
5392,F2S4_160428_021_F01,L6 IT VISp Penk Fst
5393,F2S4_160428_021_G01,L6 IT VISp Col23a1 Adamts2
5394,F2S4_160428_021_H01,L6 CT VISp Ctxn3 Brinp3
5395,F2S4_160428_022_A01,L6 IT VISp Penk Col27a1
5396,F2S4_160428_022_C01,L6 IT VISp Penk Col27a1
5397,F2S4_160428_022_D01,L6 IT VISp Col23a1 Adamts2
5398,F2S4_160428_022_E01,L6 CT VISp Ctxn3 Brinp3
5399,F2S4_160428_022_F01,L6 IT VISp Penk Col27a1
5400,F2S4_160428_022_G01,L6 IT VISp Col23a1 Adamts2
5401,F2S4_160428_022_H01,L6 IT VISp Col23a1 Adamts2
5402,F2S4_160428_023_A01,L6 IT VISp Penk Col27a1
5403,F2S4_160428_023_B01,L6 IT VISp Col23a1 Adamts2
5404,F2S4_160428_023_C01,L6 IT VISp Penk Col27a1
5405,F2S4_160428_023_D01,L6 IT VISp Penk Fst
5406,F2S4_160428_023_E01,L6 IT VISp Col18a1
5407,F2S4_160428_023_F01,L6 IT VISp Col23a1 Adamts2
5408,F2S4_160428_023_G01,L6 IT VISp Col23a1 Adamts2
5409,F2S4_160428_023_H01,L6 IT VISp Penk Col27a1
5410,F2S4_160428_024_A01,L6 IT VISp Penk Col27a1
5411,F2S4_160428_024_B01,L6 IT VISp Col23a1 Adamts2
5412,F2S4_160428_024_C01,L6 IT VISp Penk Col27a1
5413,F2S4_160428_024_D01,L6 IT VISp Car3
5414,F2S4_160428_024_E01,L6 IT VISp Col23a1 Adamts2
5415,F2S4_160428_024_F01,L6 CT VISp Ctxn3 Brinp3
5416,F2S4_160428_024_G01,L6 IT VISp Penk Col27a1
5417,F2S4_160428_024_H01,L6 IT VISp Penk Col27a1
5418,F2S4_160429_001_A01,Lamp5 Plch2 Dock5
5419,F2S4_160429_001_B01,Lamp5 Ntn1 Npy2r
5420,F2S4_160429_001_D01,Lamp5 Plch2 Dock5
5421,F2S4_160429_001_E01,Lamp5 Ntn1 Npy2r
5422,F2S4_160429_001_F01,Lamp5 Plch2 Dock5
5423,F2S4_160429_001_G01,Lamp5 Ntn1 Npy2r
5424,F2S4_160429_001_H01,Lamp5 Ntn1 Npy2r
5425,F2S4_160429_002_A01,Lamp5 Plch2 Dock5
5426,F2S4_160429_002_B01,Lamp5 Ntn1 Npy2r
5427,F2S4_160429_002_C01,Lamp5 Plch2 Dock5
5428,F2S4_160429_002_D01,Lamp5 Lsp1
5429,F2S4_160429_002_E01,Lamp5 Lsp1
5430,F2S4_160429_002_F01,Lamp5 Fam19a1 Pax6
5431,F2S4_160429_002_G01,Lamp5 Ntn1 Npy2r
5432,F2S4_160429_002_H01,Lamp5 Plch2 Dock5
5433,F2S4_160429_003_A01,Lamp5 Lsp1
5434,F2S4_160429_003_B01,Lamp5 Plch2 Dock5
5435,F2S4_160429_003_C01,Lamp5 Lsp1
5436,F2S4_160429_003_D01,Lamp5 Lsp1
5437,F2S4_160429_003_E01,Vip Igfbp6 Car10
5438,F2S4_160429_003_F01,Vip Lmo1 Myl1
5439,F2S4_160429_003_G01,Vip Arhgap36 Hmcn1
5440,F2S4_160429_003_H01,Sst Calb2 Pdlim5
5441,F2S4_160429_004_A01,Vip Lmo1 Fam159b
5442,F2S4_160429_004_B01,Sst Chrna2 Ptgdr
5443,F2S4_160429_004_C01,Lamp5 Lsp1
5444,F2S4_160429_004_D01,Sst Calb2 Pdlim5
5445,F2S4_160429_004_E01,Sst Calb2 Pdlim5
5446,F2S4_160429_004_F01,Sst Chrna2 Glra3
5447,F2S4_160429_004_G01,Sst Myh8 Fibin
5448,F2S4_160429_004_H01,Pvalb Reln Tac1
5449,F2S4_160429_005_A01,Sst Myh8 Etv1 
5450,F2S4_160429_005_B01,Sst Rxfp1 Prdm8
5451,F2S4_160429_005_C01,Lamp5 Lsp1
5452,F2S4_160429_005_D01,Pvalb Gabrg1
5453,F2S4_160429_005_E01,Lamp5 Lhx6
5454,F2S4_160429_005_F01,Sst Myh8 Fibin
5455,F2S4_160429_005_G01,Sst Hpse Sema3c
5456,F2S4_160429_005_H01,Sst Myh8 Etv1 
5457,F2S4_160429_006_A01,Sst Chrna2 Glra3
5458,F2S4_160429_006_B01,Sst Myh8 Etv1 
5459,F2S4_160429_006_C01,Vip Lmo1 Fam159b
5460,F2S4_160429_006_D01,Pvalb Reln Tac1
5461,F2S4_160429_006_E01,Pvalb Reln Tac1
5462,F2S4_160429_006_F01,Lamp5 Lsp1
5463,F2S4_160429_006_G01,Lamp5 Lsp1
5464,F2S4_160429_006_H01,Sst Chrna2 Glra3
5465,F2S4_160429_007_A01,Pvalb Tpbg
5466,F2S4_160429_007_B01,Vip Crispld2 Kcne4
5467,F2S4_160429_007_C01,Lamp5 Plch2 Dock5
5468,F2S4_160429_007_D01,Vip Pygm C1ql1
5469,F2S4_160429_007_E01,Vip Rspo4 Rxfp1 Chat
5470,F2S4_160429_007_F01,Lamp5 Krt73
5471,F2S4_160429_007_G01,Lamp5 Plch2 Dock5
5472,F2S4_160429_007_H01,Vip Crispld2 Htr2c
5473,F2S4_160429_008_A01,Lamp5 Plch2 Dock5
5474,F2S4_160429_008_B01,Sncg Gpr50
5475,F2S4_160429_008_C01,Vip Col15a1 Pde1a
5476,F2S4_160429_008_D01,Sst Calb2 Pdlim5
5477,F2S4_160429_008_E01,Lamp5 Plch2 Dock5
5478,F2S4_160429_008_F01,Vip Igfbp6 Car10
5479,F2S4_160429_008_G01,Lamp5 Krt73
5480,F2S4_160429_008_H01,Lamp5 Plch2 Dock5
5481,F2S4_160429_009_A01,Lamp5 Krt73
5482,F2S4_160429_009_B01,Vip Crispld2 Htr2c
5483,F2S4_160429_009_C01,Lamp5 Lsp1
5484,F2S4_160429_009_D01,Vip Pygm C1ql1
5485,F2S4_160429_009_E01,Vip Lect1 Oxtr
5486,F2S4_160429_009_F01,Lamp5 Ntn1 Npy2r
5487,F2S4_160429_009_G01,Lamp5 Plch2 Dock5
5488,F2S4_160429_010_A01,Vip Pygm C1ql1
5489,F2S4_160429_010_B01,Vip Arhgap36 Hmcn1
5490,F2S4_160429_010_C01,Vip Igfbp6 Pltp
5491,F2S4_160429_010_D01,Pvalb Reln Tac1
5492,F2S4_160429_010_E01,Sst Calb2 Necab1
5493,F2S4_160429_010_F01,Sst Hpse Sema3c
5494,F2S4_160429_010_G01,Lamp5 Lsp1
5495,F2S4_160429_010_H01,Sst Calb2 Pdlim5
5496,F2S4_160429_011_B01,Vip Igfbp4 Mab21l1
5497,F2S4_160429_011_C01,Sst Chrna2 Ptgdr
5498,F2S4_160429_011_D01,Lamp5 Lsp1
5499,F2S4_160429_011_E01,Pvalb Reln Itm2a
5500,F2S4_160429_011_F01,Sst Calb2 Pdlim5
5501,F2S4_160429_011_G01,Vip Ptprt Pkp2
5502,F2S4_160429_011_H01,Sst Calb2 Pdlim5
5503,F2S4_160429_012_A01,Sst Calb2 Pdlim5
5504,F2S4_160429_012_B01,Vip Arhgap36 Hmcn1
5505,F2S4_160429_012_C01,Sst Chrna2 Glra3
5506,F2S4_160429_012_D01,Pvalb Reln Tac1
5507,F2S4_160429_012_E01,Sst Myh8 Etv1 
5508,F2S4_160429_012_F01,Pvalb Reln Tac1
5509,F2S4_160429_012_G01,Sst Rxfp1 Prdm8
5510,F2S4_160429_012_H01,Sst Crhr2 Efemp1
5511,F2S4_160429_013_A01,Lamp5 Lsp1
5512,F2S4_160429_013_B01,Vip Arhgap36 Hmcn1
5513,F2S4_160429_013_C01,Sst Calb2 Pdlim5
5514,F2S4_160429_013_D01,Pvalb Sema3e Kank4
5515,F2S4_160429_013_E01,Sst Chrna2 Glra3
5516,F2S4_160429_013_G01,Sst Crhr2 Efemp1
5517,F2S4_160429_013_H01,Pvalb Reln Tac1
5518,F2S4_160429_014_A01,Pvalb Gpr149 Islr
5519,F2S4_160429_014_B01,Sst Myh8 Etv1 
5520,F2S4_160429_014_C01,Sst Calb2 Pdlim5
5521,F2S4_160429_014_D01,Sst Calb2 Pdlim5
5522,F2S4_160429_014_E01,Sst Crhr2 Efemp1
5523,F2S4_160429_014_F01,Pvalb Reln Tac1
5524,F2S4_160429_014_G01,Vip Arhgap36 Hmcn1
5525,F2S4_160429_014_H01,Sst Crhr2 Efemp1
5526,F2S4_160429_015_A01,Sst Myh8 Etv1 
5527,F2S4_160429_015_B01,Lamp5 Plch2 Dock5
5528,F2S4_160429_015_C01,Sst Myh8 Etv1 
5529,F2S4_160429_015_D01,Pvalb Gabrg1
